Abbre,Lat,Long,Name
NOL,29.94679642,-90.07959747,NEW ORLEANS
NPR,28.23142433,-82.73039246,NEW PORT RICHIE
NRO,40.91392136,-73.78200531,NEW ROCHELLE
NYP,40.74967957,-73.99186707,NEW YORK (PENN STA)
NRK,39.67032242,-75.7533493,NEWARK
NWK,40.73427963,-74.16488647,NEWARK
NBN,36.11244965,-89.26296234,NEWBERN/DYERSBURG
NWP,41.48693848,-71.31565857,NEWPORT
NPT,35.60657883,-91.28302002,NEWPORT
NPO,44.62601471,-124.0595245,NEWPORT
NPB,33.61253738,-117.8696442,NEWPORT BEACH
NPN,37.01935577,-76.4510498,NEWPORT NEWS
NEW,38.04730988,-97.34460449,NEWTON
NFL,43.11360168,-79.03066254,NIAGARA FALLS
NFS,43.12139511,-79.07804108,NIAGARA FALLS
NLS,41.83657455,-86.25361633,NILES
NFK,36.858284,-76.28757477,NORFOLK
NOB,36.94327164,-76.31560516,NORFOLK NAVAL
NOR,35.21962738,-97.44216919,NORMAN
NHD,38.63798141,-121.4041519,NORTH HIGHLANDS
PHN,39.99690628,-75.15436554,NORTH PHILADELPHIA
NHT,42.31835175,-72.62792206,NORTHAMPTON
OAH,37.33680725,-119.6442566,OAKHURST
OKJ,37.79464722,-122.2707443,OAKLAND
OKL,43.45260239,-79.67370605,OAKVILLE
OCA,29.19222832,-82.13639069,OCALA
OSD,33.19258118,-117.378624,OCEANSIDE
ODE,31.864254,-102.3314743,ODESSA
OGD,41.22157288,-111.9789047,OGDEN
OKE,27.2512188,-80.83030701,OKEECHOBEE
OKO,43.40061951,-72.70835114,OKEMO
OKC,35.46614456,-97.51263428,OKLAHOMA CITY
OSB,41.30053329,-72.37602234,OLD SAYBROOK
OLW,46.99066162,-122.7958069,OLYMPIA/LACEY
OMA,41.25016785,-95.92742157,OMAHA
ONA,34.06170654,-117.6478577,ONTARIO
ONT,44.03108978,-116.96064,ONTARIO
OPE,32.64744568,-85.37980652,OPELIKA
ORP,41.1543541,-72.24172974,ORIENT POINT
ORL,28.52569389,-81.38174438,ORLANDO
ORV,39.51986694,-121.5701828,OROVILLE
OSC,41.03744507,-93.76574707,OSCEOLA
OSH,44.01501846,-88.53733826,OSHKOSH
OTM,41.01964188,-92.4156723,OTTUMWA
OXN,34.19883347,-119.1748657,OXNARD
PAK,29.64930916,-81.64054108,PALATKA
PDC,33.72297287,-116.3902512,PALM DESERT
PSP,33.8266983,-116.5449142,PALM SPRINGS
PSN,33.89594269,-116.5450134,PALM SPRINGS - NORTH
PMD,34.57914352,-118.1278992,PALMDALE
PAO,40.04228592,-75.48374939,PAOLI
PAR,39.95918274,-75.92177582,PARKESBURG
PAS,34.14332962,-118.1404266,PASADENA
PAG,30.36717415,-88.55857086,PASCAGOULA
PSC,46.2335968,-119.0842438,PASCO
PRB,35.6229248,-120.6869354,PASO ROBLES
PVL,34.74146652,-97.21900177,PAULS VALLEY
PST,45.55064011,-84.78458405,PELLSTON
PBT,50.33153152,-122.7899628,PEMBERTON
PEN,45.67185211,-118.789505,PENDLETON
PNS,30.41793251,-87.20449066,PENSACOLA
PIA,40.67008209,-89.68823242,PEORIA AIRPORT
PRI,33.79139328,-117.2166367,PERRIS
PSW,47.55755615,-120.5883026,PESHASTIN
PTC,38.24300766,-122.6304855,PETALUMA
PTB,37.24161911,-77.42897034,PETERSBURG
PSK,45.373909,-84.96370697,PETOSKY
PHL,39.95460892,-75.18318939,PHILADELPHIA
PHX,33.44454193,-112.0782928,PHOENIX
PHA,33.43753052,-112.0090485,PHOENIX AIRPORT
PXN,33.55594254,-112.1112747,PHOENIX NORTHWEST
PIC,30.52471161,-89.68013763,PICAYUNE
STP,27.83963966,-82.68467712,PINELLAS PARK
PSB,35.13541794,-120.6209183,PISMO BEACH
PGH,40.44504166,-79.99325562,PITTSBURGH
PIT,42.45040131,-73.25604248,PITTSFIELD
PCV,38.72783279,-120.80159,PLACERVILLE
PLO,41.66215515,-88.53742218,PLANO
PLB,44.69699097,-73.44745636,PLATTSBURGH
POC,42.85468292,-112.4366837,POCATELLO
POS,34.05939484,-117.7506332,POMONA
PON,40.87944031,-88.6364975,PONTIAC
PNT,42.635849,-83.29416656,PONTIAC
PBF,36.75398636,-90.39343262,POPLAR BLUFF
PCH,27.01243019,-82.05265808,PORT CHARLOTTE
POH,44.0330658,-73.46192932,PORT HENRY
PTH,42.96078873,-82.44181061,PORT HURON
PRK,44.57804108,-73.4442749,PORT KENT
POG,43.54661179,-89.4691391,PORTAGE
POT,36.06822586,-119.018631,PORTERVILLE
POR,43.6354866,-70.29492188,PORTLAND
PDX,45.52868271,-122.6750259,PORTLAND
POU,41.70567322,-73.93901062,POUGHKEEPSIE
PMM,35.61102295,-115.3907089,PRIMM
PRC,37.85870743,-81.05422211,PRINCE
PCT,41.38690567,-89.46167755,PRINCETON
PJC,40.31721878,-74.62322998,PRINCETON JUNCTION
PRN,44.30592346,-120.8356094,PRINEVILLE
PVD,41.82563019,-71.41599274,PROVIDENCE
PRO,40.22586823,-111.6627197,PROVO
PUB,38.307827,-104.6150589,PUEBLO
PUL,46.73876953,-117.1737442,PULLMAN
PUR,35.01197433,-97.3563385,PURCELL
QAN,38.5220108,-77.29304504,QUANTICO
QCY,39.95744324,-91.36634827,QUINCY
QUC,47.23968887,-119.8501816,QUINCY
RGH,35.77375031,-78.64448547,RALEIGH
RCD,38.58846664,-121.3033981,RANCHO CORDOVA
RPH,43.92285538,-72.66584778,RANDOLPH
RTL,40.31200027,-88.15901947,RANTOUL
RRM,45.92669678,-86.97434998,RAPID RIVER
RAT,36.90074921,-104.4375229,RATON
RWL,41.78675079,-107.2382278,RAWLINS
RBF,40.18600845,-122.210968,RED BLUFF
RDW,44.56454086,-92.5418396,RED WING
RDD,40.58283234,-122.391922,REDDING
RED,44.24794006,-121.1857986,REDMOND
REE,43.87459946,-85.5100708,REED CITY
PRT,43.69923019,-124.1093292,REEDSPORT
RNO,39.52864075,-119.8112335,RENO
REN,40.94303894,-87.15447998,RENSSELAER
RHI,41.92089081,-73.95207214,RHINECLIFF-KINGSTON
RHD,46.2857132,-119.2729721,RICHLAND
RBC,49.17333221,-123.1404037,RICHMOND
RIC,37.93608475,-122.3530502,RICHMOND
RVR,37.61425018,-77.49658203,RICHMOND
RDS,40.48457718,-124.0999603,RIO DELL-SCOTIA
RVB,37.72911835,-120.9367371,RIVERBANK
RIV,33.97652054,-117.3696213,RIVERSIDE
RNK,37.30771255,-79.9803009,ROANOKE - SHERATON INN
ROC,43.16260529,-77.60952759,ROCHESTER
RSG,41.58706284,-109.2191162,ROCK SPRINGS
RCK,42.26813889,-88.97989655,ROCKFORD
RKF,43.11909485,-85.55965424,ROCKFORD
RLN,38.79154587,-121.2362747,ROCKLIN
RKV,39.08544922,-77.14696503,ROCKVILLE
RMT,35.93815231,-77.79789734,ROCKY MOUNT
RPC,38.34769821,-122.7155838,ROHNERT PARK
ROM,43.19922638,-75.4514389,ROME
RSM,34.85949326,-118.1666794,ROSAMOND
RBG,43.20726013,-123.3463821,ROSEBURG
RSV,38.75056458,-121.284462,ROSEVILLE
RSP,44.99480057,-73.37109375,ROUSES POINT
RTE,42.2078743,-71.14994049,ROUTE 128
ROY,42.48904419,-83.14784241,ROYAL OAK
RUG,48.36928558,-99.99762726,RUGBY
RUD,43.60725784,-72.9822464,RUTLAND
SAC,38.58403015,-121.4995499,SACRAMENTO
SLM,44.93217087,-123.0262375,SALEM
SNS,36.67936325,-121.656189,SALINAS
SAL,35.67341995,-80.45742035,SALISBURY
SLC,40.7620163,-111.9023819,SALT LAKE CITY
SAS,29.41910362,-98.47813416,SAN ANTONIO
SNB,34.10436249,-117.3069305,SAN BERNADINO
SNT,33.43287659,-117.632309,SAN CLEMENTE
SNP,33.41915894,-117.6190109,SAN CLEMENTE PIER
SAN,32.71616364,-117.1685638,SAN DIEGO
SFC,37.79525375,-122.3931885,SAN FRANCISCO
SFP,37.77701569,-122.3937225,SAN FRANCISCO - CALTRANS
SFW,37.80859375,-122.4089203,SAN FRANCISCO FISHERMANS
SFO,37.61839676,-122.3821945,SAN FRANCISCO INT'L AIRPO
SFS,37.78475952,-122.4063187,SAN FRANCISCO SHOPPING
SFF,37.79390717,-122.3951874,SAN FRANCISCO-FINANCIAL
SJC,37.33106995,-121.901207,SAN JOSE
SNC,33.50148392,-117.6632614,SAN JUAN CAPISTRANO
SLO,35.27741623,-120.6539459,SAN LUIS OBISPO
SLP,35.29257965,-120.6518478,SAN LUIS OBISPO-CAL POLY
SMC,29.87923241,-97.93567657,SAN MARCOS
SPD,33.7484169,-118.2766037,SAN PEDRO
SND,30.14009857,-102.3990555,SANDERSON
SPT,48.25175858,-116.608223,SANDPOINT
SKY,41.44012451,-82.71189117,SANDUSKY
SDW,41.75964355,-70.49331665,SANDWICH
SFD,28.80577278,-81.2885437,SANFORD
SFA,28.80759239,-81.28858185,SANFORD (AUTO-TRAIN)
SNA,33.7531662,-117.8550415,SANTA ANA
SBA,34.41392517,-119.6907196,SANTA BARBARA
GAC,37.37850952,-121.9464111,SANTA CLARA-GREAT AMERICA
SGC,34.35953522,-118.5555191,SANTA CLARITA
SCZ,36.97050095,-122.023941,SANTA CRUZ
SAF,35.68589783,-105.9250183,SANTA FE
SAT,34.95112991,-120.4152527,SANTA MARIA
SNM,34.02079773,-118.4954147,SANTA MONICA
SAP,34.34771347,-119.0694427,SANTA PAULA
SRC,38.43672562,-122.7171936,SANTA ROSA
SRA,27.2701416,-82.44699097,SARASOTA
SAR,43.08211517,-73.81015778,SARATOGA SPRINGS
SIA,42.97307968,-82.4001236,SARNIA
SAV,32.07850647,-81.14415741,SAVANNAH
SDY,42.81526566,-73.94282532,SCHENECTADY
SCH,29.74690819,-90.81265259,SCHRIEVER
SES,36.61719894,-121.8472214,SEASIDE
SEA,47.59891129,-122.3284302,SEATTLE
SBG,27.49725723,-81.43474579,SEBRING
SED,38.7118721,-93.2283783,SEDALIA
SDX,34.87650681,-111.7532654,SEDONA
SSM,35.53220367,-78.28144073,SELMA-SMITHFIELD
SBY,48.50531387,-111.8532257,SHELBY
SHO,42.93659592,-114.407547,SHOSHONE
SHR,32.5123024,-93.74230957,SHREVEPORT
SVR,39.63414001,-106.0719376,SILVERTHORNE
SIM,34.26994705,-118.693718,SIMI VALLEY
SKW,47.71152496,-121.3592834,SKYKOMISH
SDL,30.27823257,-89.78243256,SLIDELL
SRO,34.04412079,-106.8907928,SOCORRO
SOD,39.32358932,-120.3707886,SODA SPRINGS
SOL,32.99205399,-117.2700729,SOLANA BEACH
SDD,36.42342377,-121.323204,SOLEDAD
SLV,34.59594727,-120.1373062,SOLVANG
SOB,41.67900848,-86.28914642,SOUTH BEND
SHS,29.65379524,-95.24810028,SOUTH HOUSTON
SLT,38.91470718,-120.0022202,SOUTH LAKE TAHOE
SMD,43.04800034,-89.31249237,SOUTH MADISON
SPM,38.72091293,-82.9642868,SOUTH PORTSMOUTH
SOP,35.17409897,-79.39189911,SOUTHERN PINES
SPX,39.53364944,-119.7554169,SPARKS
SPB,34.95376968,-81.93573761,SPARTANBURG
SPK,47.65698624,-117.413063,SPOKANE
SPH,28.47757912,-82.61166382,SPRING HILL
SPI,39.80158615,-89.65167236,SPRINGFIELD
SPG,42.10596085,-72.59358978,SPRINGFIELD
SQA,49.74836349,-123.1285019,SQUAMISH
SAB,44.81095123,-73.08641052,ST. ALBANS
SCA,43.15655518,-79.23625946,ST. CATHARINES
SCD,45.56689072,-94.147789,ST. CLOUD
SHL,38.49926758,-122.4611435,ST. HELENA
STI,45.8699646,-84.73040771,ST. IGNACE
SJO,39.77684021,-94.79226685,ST. JOSEPH
SJM,42.10661697,-86.48674774,ST. JOSEPH/BENTON HARBOR
SLQ,45.50278091,-73.48794556,ST. LAMBERT
STL,38.624275,-90.203461,ST. LOUIS
SMA,43.27011108,-81.13570404,ST. MARYS
MSP,44.96332932,-93.18632507,ST. PAUL/MINNEAPOLIS
STM,41.04618073,-73.54267883,STAMFORD
STN,48.31936264,-102.3907776,STANLEY
SPL,46.35458755,-94.79511261,STAPLES
SLH,38.95949554,-119.9411621,STATELINE
SLN,38.95949554,-119.9411621,STATELINE
STA,38.14778137,-79.07272339,STAUNTON
SSW,47.71377182,-121.1443787,STEVENS PASS
SKN,37.94601059,-121.2842712,STOCKTON
STF,43.37099838,-80.98445129,STRATFORD
SRY,42.95874405,-81.61814117,STRATHROY
STR,41.12225342,-88.82460785,STREATOR
SVT,42.69967651,-87.905159,STURTEVANT
SUI,38.24346542,-122.0395432,SUISUN-FAIRFIELD
SMT,41.79216385,-87.81317902,SUMMIT
SDE,46.30915833,-119.9776382,SUNNYSIDE
SUN,43.85625458,-121.4631577,SUNRIVER
SUY,49.15550613,-122.8464508,SURREY
SYR,43.07719,-76.16983,SYRACUSE
TAC,47.24182892,-122.4184723,TACOMA
TLH,30.43301582,-84.28953552,TALLAHASSEE
TPA,27.95226479,-82.45091248,TAMPA
TPS,28.13079834,-82.74001312,TARPON SPRINGS
TAU,41.90196609,-71.10173035,TAUNTON
TAY,30.56743622,-97.40879822,TAYLOR
TEH,35.13273239,-118.4523087,TEHACHAPI
TEM,33.42736435,-111.9421539,TEMPE
TPL,31.09537888,-97.34480286,TEMPLE
TXA,33.42007446,-94.04244232,TEXARKANA
THD,45.60080719,-121.1796646,THE DALLES
WBP,37.34368896,-76.75569916,THE POTTERY FACTORY
TOS,38.97175217,-109.7201309,THOMPSON
THO,34.18751144,-118.9099274,THOUSAND OAKS
THN,37.95666504,-81.07805634,THURMOND
FTC,43.85299301,-73.39064026,TICONDEROGA
TGR,44.73855972,-89.05341339,TIGERTON
TCA,34.57853317,-83.33136749,TOCCOA
TOL,41.63818359,-83.5412674,TOLEDO
TDO,44.64654922,-123.919014,TOLEDO
TOH,43.9857254,-90.50416565,TOMAH
TOP,39.05134583,-95.6648941,TOPEKA
TWO,43.64655685,-79.42417908,TORONTO
TOA,33.83116913,-118.3515854,TORRANCE
TRA,37.76174927,-121.4346313,TRACY
TRV,44.73454666,-85.62482452,TRAVERSE CITY
TIF,27.76935577,-82.76888275,TREASURE ISLAND
TRE,40.21825027,-74.75456238,TRENTON
TRI,37.17280197,-104.5072708,TRINIDAD
TRU,39.32791519,-120.1825714,TRUCKEE
TOC,33.13299179,-107.2416992,TRUTH OR CONSEQUENCES
TUS,32.22306061,-110.9659348,TUCSON
TLS,36.15398026,-95.98683167,TULSA
TRK,37.53031158,-120.7987976,TURLOCK-DENAIR
TCL,33.19225693,-87.56015015,TUSCALOOSA
TYR,40.67032242,-78.24105072,TYRONE
UKH,39.15153122,-123.1957016,UKIAH
UCA,43.10407257,-75.22393799,UTICA
VAI,39.64267731,-106.3442993,VAIL
VAE,43.98191833,-117.2468796,VALE
VMW,38.13432693,-122.2279434,VALLEJO-MARINE WORLD
VNC,34.21097946,-118.4479218,VAN NUYS
VNF,34.20846939,-118.4828339,VAN NUYS/FLYAWAY
VAC,49.22974777,-123.0173492,VANCOUVER
VAN,45.6298027,-122.6847229,VANCOUVER
VEN,27.10878181,-82.38532257,VENICE
VEC,34.27675247,-119.2965775,VENTURA
VRN,44.17135239,-73.23920441,VERGENNES
VBC,48.44410706,-123.3728027,VICTORIA
VRV,34.53662872,-117.2921295,VICTORVILLE
VAB,36.84703064,-75.97650909,VIRGINIA BEACH
VIS,36.32727432,-119.27771,VISALIA
WDO,29.79017067,-82.16741943,WALDO
WCE,34.74227142,-77.99614716,WALLACE
WFD,41.4570694,-72.82535553,WALLINGFORD
WNK,45.27373123,-84.92808533,WALLOON LAKE
WNR,36.06831741,-90.9561615,WALNUT RIDGE
WWR,42.53487778,-88.59544373,WALWORTH
WRE,41.75841522,-70.71543884,WAREHAM
WAR,38.76317215,-93.74045563,WARRENSBURG
WON,38.68473816,-77.7891922,WARRENTON
WAC,35.59427261,-119.3313522,WASCO
WAS,38.89730453,-77.00637054,WASHINGTON
WAH,38.56137466,-91.01222229,WASHINGTON
WAB,44.33507156,-72.75247192,WATERBURY-STOWE
WTI,41.43170547,-85.02519226,WATERLOO
WTV,36.91064072,-121.7590561,WATSONVILLE
WSU,44.9634819,-89.65514374,WAUSAU
WEN,47.42162323,-120.3058395,WENATCHEE
WBR,41.70692444,-70.37343597,WEST BARNSTABLE
WGL,48.49873352,-113.9716415,WEST GLACIER
WLA,34.02656174,-118.3666153,WEST L.A.
WPB,26.71234131,-80.06246185,WEST PALM BEACH
WCY,39.92591476,-91.43980408,WEST QUINCY
WRC,46.29827118,-119.3400803,WEST RICHLAND
WLY,41.38101578,-71.83068848,WESTERLY
WSP,44.18709564,-73.45289612,WESTPORT
WHE,40.06699371,-80.72148895,WHEELING
WSL,50.16410828,-122.9128418,WHISTLER
WRJ,43.64855576,-72.31795502,WHITE RIVER JUNCTION
WSS,37.78541946,-80.30580902,WHITE SULPHUR SPRINGS
WFH,48.4135704,-114.3351593,WHITEFISH
WHL,43.55496597,-73.40310669,WHITEHALL
WHI,40.01460266,-75.63851929,WHITFORD
WHR,33.95303345,-118.0288391,WHITTIER
WWD,28.86603737,-82.0395813,WILDWOOD
WMA,35.24914932,-112.1914597,WILLIAMS
WMJ,35.25239182,-112.1886673,WILLIAMS JCT.
WBG,37.27572632,-76.70805359,WILLIAMSBURG
WIM,41.71258926,-72.21961975,WILLIMANTIC
WTN,48.14276505,-103.6203766,WILLISTON
WTS,39.41219711,-123.3498077,WILLITS
WIL,39.73691559,-75.55217743,WILMINGTON
WMN,34.24634933,-77.9491272,WILMINGTON
WLN,35.72306824,-77.90829468,WILSON
WNH,42.3005867,-74.25737,WINDHAM
WND,41.85191727,-72.64376068,WINDSOR
WDS,42.31492996,-82.9313736,WINDSOR
WNL,41.92724609,-72.62856293,WINDSOR LOCKS
WNM,43.48044205,-72.38545227,WINDSOR-MOUNT ASCUTNEY
WNN,40.96954346,-117.7315674,WINNEMUCCA
WIN,44.04493713,-91.64174652,WINONA
WNA,33.48286057,-89.72742462,WINONA
WLO,35.02090836,-110.6930847,WINSLOW
WNS,36.09293365,-80.24620819,WINSTON-SALEM
WTH,28.00225067,-81.73426056,WINTER HAVEN
WPK,28.59713173,-81.35198212,WINTER PARK
WDL,43.62478638,-89.77507782,WISCONSIN DELLS
WIH,45.65731049,-120.9663162,WISHRAM
WIT,44.82705307,-89.16915131,WITTENBERG
WPT,48.09078217,-105.640358,WOLF POINT
WDB,38.657444,-77.24827576,WOODBRIDGE
WOL,38.67508698,-121.7650299,WOODLAND
WOR,42.26137924,-71.79332733,WORCESTER
YKM,46.60573578,-120.4816818,YAKIMA
YAZ,32.8480835,-90.41503906,YAZOO CITY
YEM,32.68814468,-80.84714508,YEMASSEE
YNY,40.93609619,-73.90288544,YONKERS
YOS,37.74200439,-119.5829391,YOSEMITE NAT. PARK
YTO,41.10209656,-80.65731049,YOUNGSTOWN
YUM,32.72202301,-114.6151352,YUMA
ZNV,39.95030212,-82.00681305,ZANESVILLE
